PUBMEDID,FIRST AUTHOR,CATEGORY,COUNTRY OF ORIGIN,COUNTRY OF RECRUITMENT
22945461,Rahmioglu N,European,NR,NR
22941191,Diskin SJ,European,NR,U.S.
22941191,Diskin SJ,African American or Afro-Caribbean,NR,NR
22941191,Diskin SJ,European,NR,NR
22941190,Holliday EG,European,NR,Australia
22941190,Holliday EG,European,Germany,"U.S., Iceland, Netherlands, Germany, U.K."
22885689,Levinson DF,European,NR,NR
22885922,Morris AP,European,NR,"U.S., France, Germany, Netherlands, Finland, Iceland, Sweden, U.K., NR"
22885922,Morris AP,South Asian,NR,Pakistan
22881374,Cummings AC,European,Switzerland,U.S.
22960237,Han Y,East Asian,NR,China
22960237,Han Y,European,NR,U.S.
22935194,Connolly JJ,"African American or Afro-Caribbean, South Asian, European, East Asian",NR,NR
22935194,Connolly JJ,NR,NR,NR
22936702,Hofmann S,European,NR,Germany
22936702,Hofmann S,European,NR,"Sweden, Czech Republic, Germany"
22936694,Jin G,European,NR,NR
22936669,Julia A,European,Spain,Spain
22952603,Hart AB,Native American,NR,NR
22952603,Hart AB,European,NR,NR
22952603,Hart AB,African American or Afro-Caribbean,NR,U.S.
22952603,Hart AB,Asian unspecified,NR,NR
22952603,Hart AB,Other,NR,NR
22952603,Hart AB,NR,NR,NR
22952603,Hart AB,Hispanic or Latin American,NR,NR
22939635,Reiner AP,Hispanic or Latin American,NR,U.S.
22922875,Vithana EN,South Asian,NR,India
22922875,Vithana EN,South Asian,NR,India
22922875,Vithana EN,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,Saudi Arabia
22922875,Vithana EN,European,NR,U.K.
22922875,Vithana EN,East Asian,NR,"Singapore, China"
22922875,Vithana EN,South East Asian,NR,"Viet Nam, Malaysia"
22923054,Chen F,African American or Afro-Caribbean,NR,U.S.
22925353,Lee HJ,European,NR,U.S.
22923026,Cheng I,European,NR,U.K.
22911880,Boraska V,European,NR,"Finland, Greece"
22907691,Breitfeld J,European,NR,Germany
22907691,Breitfeld J,European,NR,Germany
22903471,Hibar DP,European,NR,NR
22899653,Timofeeva MN,East Asian,NR,China
22916037,Inouye M,European,NR,Finland
22895189,Timmann C,Sub-Saharan African,NR,Ghana
22895189,Timmann C,Sub-Saharan African,NR,"Ghana, Gambia"
22889924,Scharf JM,European,Canada,"U.S., Israel, Canada"
22889921,Stewart SE,European,NR,"U.S., United Arab Emirates, Brazil, Italy, Netherlands, Canada, South Africa, Germany, Costa Rica, France, Mexico"
22889921,Stewart SE,"NR, Hispanic or Latin American",NR,"U.S., United Arab Emirates, Brazil, Italy, Netherlands, Canada, Germany, Costa Rica, France, Mexico"
22885925,Shi Y,East Asian,NR,China
22890011,Frazier-Wood AC,European,NR,U.S.
22883433,Irish Schizophrenia Genomics Consortium and the Wellcome Trust Case Control Consortium 2,European,NR,"Sweden, U.S., Bulgaria, Australia, Netherlands, Portugal, Germany, U.K., Switzerland, Republic of Ireland, Norway, Denmark"
22872573,Hu L,East Asian,NR,China
22872573,Hu L,East Asian,NR,China
22872573,Hu L,European,NR,U.S.
22869035,Logue MW,European,NR,U.S.
22869035,Logue MW,African American or Afro-Caribbean,NR,U.S.
22863734,Ludwig KU,European,NR,NR
22863734,Ludwig KU,East Asian,NR,China
22863731,Cheung CL,East Asian,NR,China
22863731,Cheung CL,East Asian,NR,China
22864923,Yang C,East Asian,NR,China
22864923,Yang C,East Asian,NR,China
22843789,Baldwin RM,European,NR,NR
22843789,Baldwin RM,African American or Afro-Caribbean,NR,NR
22843789,Baldwin RM,European,NR,NR
22843499,Boraska V,European,NR,NR
22837378,Wilk JB,European,NR,"U.S., Switzerland, Norway, U.K."
22837378,Wilk JB,European,NR,NR
22837380,Fischer A,European,NR,Germany
22837380,Fischer A,European,NR,"Sweden, Czech Republic, Germany"
22841784,Patin E,European,NR,"Switzerland, France"
22843504,Anney R,"European, Other",NR,NR
22843504,Anney R,"European, Other",NR,NR
22823124,Verweij KJ,NR,NR,"Australia, U.K."
22828495,Brown AA,European,NR,NR
22821403,Ellinghaus D,European,NR,Germany
22821403,Ellinghaus D,NR,NR,"Netherlands, Belgium, Germany, U.K., Norway"
22814818,Hoehn R,European,NR,Netherlands
22808956,Lyons PA,European,NR,U.K.
22808956,Lyons PA,European,NR,"Czech Republic, Italy, Germany, U.K."
22829776,Coviello AD,European,NR,"Finland, Sweden, U.S., Netherlands, Germany, U.K."
23055271,Gregersen PK,European,NR,"Sweden, Netherlands, Germany, U.K., Norway"
22797724,Shiraishi K,East Asian,NR,Japan
22797727,Okada Y,East Asian,NR,"China, Japan"
22797727,Okada Y,East Asian,NR,Japan
22797727,Okada Y,"South Asian, South East Asian, East Asian",NR,"Singapore, China, Japan"
22797727,Okada Y,East Asian,NR,"Singapore, Japan"
22797727,Okada Y,"South Asian, South East Asian, East Asian",NR,"Singapore, China, Japan"
22797727,Okada Y,East Asian,NR,"Singapore, Japan"
22788528,Kong M,NR,NR,NR
22791750,Chen G,African American or Afro-Caribbean,NR,U.S.
22791750,Chen G,African unspecified,NR,NR
22780124,Lind PA,European,NR,Australia
22773346,Edwards DR,European,Switzerland,U.S.
22673310,Liao M,East Asian,NR,China
22673310,Liao M,East Asian,NR,China
22763476,Zhang D,East Asian,NR,China
22792071,Zheng HF,European,NR,"Finland, Sweden, U.K."
22792071,Zheng HF,European,NR,Sweden
22792082,Himes BE,European,NR,NR
22792070,Medina-Gomez C,European,NR,Netherlands
22792071,Zheng HF,European,NR,"Sweden, U.S., U.K."
22792221,Takamoto M,East Asian,NR,Japan
22792221,Takamoto M,East Asian,NR,Japan
22760553,Adkins DE,African American or Afro-Caribbean,NR,NR
22763110,Zeggini E,European,NR,U.K.
22763110,Zeggini E,European,NR,"Iceland, Netherlands, U.K., Estonia"
22764253,Thier S,European,NR,Germany
22764253,Thier S,European,NR,"Germany, Austria, Denmark"
22699663,Divaris K,European,NR,NR
22754043,Byrne EM,European,NR,Australia
22751097,Lu X,East Asian,NR,China
22747683,Eriksson N,European,NR,NR
22744181,Hai R,European,NR,U.S.
22744181,Hai R,East Asian,NR,China
23505185,Plourde M,Other,NR,NR
22737229,Nishida N,East Asian,NR,Japan
22737229,Nishida N,East Asian,NR,"Republic of Korea, Japan"
22726844,Kim JW,East Asian,NR,NR
22745674,Hager J,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,Lebanon
22705344,Sobrin L,European,NR,U.S.
22705344,Sobrin L,"NR, European",NR,"U.S., Australia, Netherlands, U.K., France"
22705344,Sobrin L,European,NR,U.S.
22705344,Sobrin L,"NR, European",NR,"U.S., Australia, Netherlands, U.K., France"
22705344,Sobrin L,European,NR,U.S.
22701019,Sabater-Lleal M,European,NR,NR
22701019,Sabater-Lleal M,European,NR,Sweden
22703881,Tang W,European,NR,France
22703881,Tang W,European,NR,U.S.
22703881,Tang W,European,NR,"Italy, U.K."
22694956,Cipriani V,European,NR,U.K.
22704111,Hotaling JM,European,NR,NR
22700719,Slager SL,European,NR,U.K.
22688191,Bergen SE,"NR, European",NR,Sweden
22688191,Bergen SE,European,NR,Sweden
22692763,Liu CT,European,NR,NR
22693232,Zhou J,East Asian,NR,"China, China, Hong Kong SAR"
22694930,Li X,European,NR,U.S.
22694930,Li X,NR,NR,NR
22683712,Freilinger T,European,NR,"Finland, Netherlands, Spain, Norway"
22678113,Cox HC,European,NR,NR
22685421,Fan Q,East Asian,NR,Singapore
22685421,Fan Q,South East Asian,NR,Singapore
22673963,Lasky-Su J,European,NR,NR
22672568,Heit JA,"European, Other",NR,U.S.
22664479,Han JY,NR,NR,NR
22665904,Willis JA,European,NR,NR
22665904,Willis JA,East Asian,NR,NR
22665904,Willis JA,European,NR,NR
22856363,Ousdal OT,European,NR,Norway
22856363,Ousdal OT,European,NR,U.S.
22856363,Ousdal OT,"South Asian, East Asian",NR,U.S.
22856363,Ousdal OT,Other,NR,U.S.
22661486,Ulmer M,European,NR,NR
22648509,Wang KS,European,NR,U.S.
22693455,Perry JR,NR,NR,NR
22658931,Pajewski NM,European,NR,U.S.
22666496,Shiffman D,NR,NR,NR
22666496,Shiffman D,"African American or Afro-Caribbean, European, Hispanic or Latin American, Oceanian, Asian unspecified, Other",NR,U.S.
22637743,Wei S,European,NR,U.S.
22634755,Dunlop MG,European,NR,"Finland, Sweden, U.S., Australia, Canada, U.K., Croatia"
22634755,Dunlop MG,European,NR,U.K.
22628180,Luciano M,European,NR,"Netherlands, U.K., Croatia"
22628180,Luciano M,European,NR,Australia
22628157,Levine AJ,European,NR,U.S.
22633400,Kosova G,European,Italy,U.S.
22610502,Kennedy RB,European,NR,U.S.
22610502,Kennedy RB,European,NR,U.S.
22610502,Kennedy RB,African American or Afro-Caribbean,NR,U.S.
22610502,Kennedy RB,European,NR,U.S.
22610502,Kennedy RB,African American or Afro-Caribbean,NR,U.S.
22610502,Kennedy RB,European,NR,U.S.
22610502,Kennedy RB,African American or Afro-Caribbean,NR,U.S.
22610502,Kennedy RB,European,NR,U.S.
22610502,Kennedy RB,African American or Afro-Caribbean,NR,U.S.
22610502,Kennedy RB,European,NR,U.S.
22610502,Kennedy RB,African American or Afro-Caribbean,NR,U.S.
22745009,Melville SA,European,NR,NR
22832960,Service SK,European,NR,"Finland, Australia"
22584459,Sasayama D,East Asian,NR,Japan
22832961,Kamboh MI,European,NR,U.S.
22832961,Kamboh MI,NR,NR,NR
22581228,Manning AK,European,NR,"Finland, Sweden, U.S., Australia, Netherlands, Greece, Canada, Germany, U.K., Spain, France"
22581228,Manning AK,European,NR,"Finland, Sweden, U.S., Australia, Iceland, Italy, Netherlands, Germany, U.K., Croatia, Switzerland, Spain, France, Denmark"
22581228,Manning AK,European,NR,"Finland, Sweden, U.S., Australia, Iceland, Italy, Netherlands, Germany, U.K., Croatia, Switzerland, France, Denmark"
22581228,Manning AK,European,NR,"Canada, Germany, U.K., Spain, France, Greece, Finland, Sweden, U.S., Australia, Netherlands"
22581228,Manning AK,European,NR,"Finland, Sweden, U.S., Australia, Netherlands, Greece, Canada, Germany, U.K., Spain, France"
22581228,Manning AK,European,NR,"Finland, Sweden, U.S., Australia, Iceland, Italy, Netherlands, Germany, U.K., Croatia, Switzerland, France, Denmark"
22589738,Fox CS,European,NR,"U.S., Iceland"
22589738,Fox CS,European,NR,"U.S., Iceland"
22589738,Fox CS,European,NR,"U.S., Iceland"
22589742,Fox CS,Hispanic or Latin American,NR,U.S.
22589742,Fox CS,East Asian,NR,U.S.
22566498,Turner ST,African American or Afro-Caribbean,NR,U.S.
22566634,Benjamin DJ,European,NR,Sweden
22566634,Benjamin DJ,European,NR,Sweden
22566634,Benjamin DJ,European,NR,Sweden
22566498,Turner ST,European,NR,U.S.
22566498,Turner ST,African American or Afro-Caribbean,NR,U.S.
22566560,Malhotra AK,European,NR,"U.S., Germany"
22566560,Malhotra AK,African American or Afro-Caribbean,NR,U.S.
22566560,Malhotra AK,African American or Afro-Caribbean,NR,U.S.
22566560,Malhotra AK,NR,NR,U.S.
22566624,Castano Betancourt MC,European,NR,Netherlands
22566634,Benjamin DJ,European,NR,Sweden
22561518,Jin Y,European,NR,"U.S., Canada, U.K."
22561518,Jin Y,European,NR,"U.S., Canada, U.K."
22569225,Krintel SB,European,NR,Denmark
22561531,Wan YI,European,NR,"Australia, U.K."
22556244,Kenny EE,Oceanian,Solomon Islands,Solomon Islands
22554406,Kang SJ,European,NR,U.S.
22551897,Mahasirimongkol S,South East Asian,NR,Thailand
22551897,Mahasirimongkol S,East Asian,NR,Japan
22551897,Mahasirimongkol S,East Asian,NR,NR
22551897,Mahasirimongkol S,South East Asian,NR,Thailand
22570697,Matesanz F,European,NR,"Italy, Spain"
22560479,Forno E,Hispanic or Latin American,NR,Costa Rica
22560479,Forno E,European,NR,"U.S., Canada"
22560479,Forno E,European,NR,Sweden
22550155,Edelstein LC,European,NR,U.S.
22544364,Turnbull C,European,NR,U.S.
22544364,Turnbull C,European,NR,"U.S., U.K."
22544366,Ellinor PT,European,NR,"U.S., Iceland, Netherlands, Germany"
22544366,Ellinor PT,European,NR,"Sweden, U.S., Canada"
22605921,Gibson J,European,NR,U.K.
22605921,Gibson J,European,NR,U.K.
22558069,Osman W,East Asian,NR,Japan
22558069,Osman W,East Asian,NR,Japan
22558097,Milton JN,African American or Afro-Caribbean,NR,U.S.
22558097,Milton JN,African American or Afro-Caribbean,NR,U.S.
22538805,Tantisira KG,European,NR,NR
22541561,Zhao H,East Asian,NR,China
22542470,Ovsyannikova IG,European,NR,U.S.
22542470,Ovsyannikova IG,Hispanic or Latin American,NR,U.S.
22533364,Yashin AI,"NR, European",NR,NR
22524403,Rice JP,European,NR,U.S.
22524403,Rice JP,Hispanic or Latin American,NR,U.S.
22532574,Stevens KN,European,NR,U.S.
22513714,Shin J,East Asian,NR,Republic of Korea
22508271,Rasmussen-Torvik LJ,Hispanic or Latin American,NR,U.S.
22508271,Rasmussen-Torvik LJ,European,NR,U.S.
22504419,Taal HR,European,NR,"Finland, U.S., Australia, Netherlands, Germany, U.K., Denmark"
22504419,Taal HR,European,NR,"Finland, Netherlands, Germany, U.K., Spain, Denmark"
22504417,Stein JL,European,NR,NR
22504420,Estrada K,"European, East Asian",NR,"U.S., Australia, New Zealand, France, Germany, Netherlands, China, Iceland, Sweden, U.K."
22504420,Estrada K,European,NR,"Finland, U.S., Iceland, Netherlands, U.K., Republic of Ireland"
22504421,Bis JC,European,NR,"U.S., Australia, Iceland, Netherlands, Austria"
22504421,Bis JC,European,NR,"Netherlands, France"
22526605,Howson JM,European,NR,U.K.
22526605,Howson JM,European,NR,NR
22511988,Jylhava J,NR,NR,NR
22509378,Burri A,European,NR,U.K.
22484627,Bradfield JP,European,NR,"Finland, U.S., Australia, Netherlands, Germany, U.K., France, Denmark"
22493691,Eriksson N,European,NR,NR
22482804,Ellinghaus D,European,NR,"U.S., Italy, Germany, U.K., Estonia"
22482804,Ellinghaus D,European,Canada,"U.S., Canada, Germany, U.K."
22492993,Doumatey AP,African American or Afro-Caribbean,NR,U.S.
22492993,Doumatey AP,Sub-Saharan African,NR,"Ghana, Nigeria, Niger"
22488850,Zuo L,African American or Afro-Caribbean,NR,U.S.
22472876,Sullivan PF,European,NR,"U.S., Australia, Netherlands, Germany, U.K."
22466613,Sun L,European,NR,"Canada, U.S."
22466613,Sun L,European,NR,France
22479309,Boraska V,European,NR,"Australia, Italy, Germany, U.K., Croatia, Switzerland"
22479309,Boraska V,European,NR,"Finland, U.S., Greece, Norway"
22479346,Yang HC,European,NR,U.K.
22479346,Yang HC,East Asian,NR,China
22455414,Tekola Ayele F,Sub-Saharan African,NR,Ethiopia
22479202,Dastani Z,European,Switzerland,"Finland, U.S., Australia, Italy, Netherlands, Canada, Germany, U.K., Switzerland"
22479202,Dastani Z,European,NR,"U.S., Netherlands, Greece, Germany, Austria"
22479202,Dastani Z,Asian unspecified,NR,Philippines
22479202,Dastani Z,African American or Afro-Caribbean,NR,U.S.
22479202,Dastani Z,European,Switzerland,"Finland, U.S., Australia, Italy, Netherlands, Canada, Germany, U.K., Switzerland"
22456796,Imamura M,East Asian,NR,Japan
22456796,Imamura M,East Asian,NR,Japan
22470424,Kwee LC,European,NR,"U.S., U.K."
22470424,Kwee LC,European,NR,U.S.
22457343,Martinelli-Boneschi F,European,NR,Italy
22457343,Martinelli-Boneschi F,European,NR,"Sweden, Australia, Norway, Denmark"
22452962,Kim HC,East Asian,NR,Republic of Korea
22479419,Liou YJ,East Asian,NR,China
22446963,Okada Y,East Asian,NR,Japan
22446961,Lee YC,East Asian,NR,China
22446962,Onouchi Y,East Asian,NR,Japan
22445761,Kurose K,East Asian,NR,Japan
22419738,Osman W,East Asian,NR,Japan
22419738,Osman W,East Asian,NR,Japan
22437316,Sarig O,"Greater Middle Eastern (Middle Eastern, North African or Persian)",NR,Egypt
22437316,Sarig O,NR,NR,NR
22437316,Sarig O,NR,NR,NR
22437316,Sarig O,European,NR,Germany
22437554,Major JM,European,NR,Finland
22430674,Lambert JC,European,NR,"Angola, Germany, U.K., Republic of Ireland"
22426144,Long J,East Asian,NR,China
22426144,Long J,European,Belgium,"Kazakhstan, U.S., Poland, Australia, Belgium, Germany, U.K., Norway"
22426144,Long J,East Asian,NR,China
22446040,Wang KS,European,NR,"Finland, U.S."
22446040,Wang KS,"African American or Afro-Caribbean, European",NR,U.S.
22424883,Imboden M,European,NR,NR
22438815,Lill CM,"European, Asian unspecified",NR,NR
22438815,Lill CM,NR,NR,U.S.
22425255,Lopez LM,European,NR,U.K.
22419666,Shi M,NR,NR,U.S.
22419666,Shi M,European,NR,"Norway, Denmark"
22432041,Johnson MP,European,NR,"Australia, New Zealand"
22432041,Johnson MP,European,NR,"Finland, Norway"
22428042,Nakano M,East Asian,NR,Japan
22428042,Nakano M,East Asian,NR,NR
22417934,Athanasiu L,European,Norway,Norway
22423221,Qayyum R,African American or Afro-Caribbean,NR,U.S.
22399142,Jongjaroenprasert W,South East Asian,NR,Thailand
22399142,Jongjaroenprasert W,South East Asian,NR,Thailand
22412388,Kenny EE,European,NR,"U.S., Israel, Canada"
22399527,Kristiansson K,European,NR,Finland
22403646,Froguel P,European,NR,France
22403646,Froguel P,European,NR,"Italy, Greece, France"
22451204,Pankratz N,European,NR,NR
22613542,Chen XD,European,NR,U.S.
22449649,Loo SK,European,NR,U.S.
22377092,Wang KS,European,NR,Australia
22367966,Lin X,East Asian,NR,China
22367966,Lin X,East Asian,NR,China
22368281,Deshmukh HA,European,NR,"U.K., Republic of Ireland"
22368281,Deshmukh HA,European,NR,"Netherlands, U.K., Republic of Ireland"
22383897,Long J,East Asian,NR,China
22383897,Long J,East Asian,NR,"U.S., Republic of Korea, China, Japan"
22383894,Pierce BL,South Asian,NR,Bangladesh
22497812,Clark PJ,Hispanic or Latin American,NR,NR
22497812,Clark PJ,African American or Afro-Caribbean,NR,NR
22354554,Thompson SD,European,NR,U.S.
22354554,Thompson SD,European,NR,"U.S., Germany, U.K."
22344219,Wen W,East Asian,"U.S., China",NR
22344219,Wen W,South East Asian,NR,Singapore
22344219,Wen W,"South Asian, South East Asian, East Asian",NR,Singapore
22344219,Wen W,South East Asian,NR,Singapore
22344221,Okada Y,East Asian,NR,Japan
22359512,Demirkan A,European,NR,"Sweden, Italy, Netherlands, U.K., Croatia"
22341974,Paternoster L,European,NR,U.K.
22341974,Paternoster L,European,NR,U.K.
22359512,Demirkan A,European,NR,"Sweden, Italy, Netherlands, U.K., Croatia"
22342860,Marjamaa A,European,NR,Finland
22327514,Postel-Vinay S,European,NR,"U.S., France"
22327514,Postel-Vinay S,European,NR,"Sweden, Italy, Netherlands, Greece, Germany, U.K., Spain, Austria, France, Norway, Denmark"
22321639,Pyun JA,NR,NR,NR
22321639,Pyun JA,NR,NR,NR
22322875,Kim SJ,East Asian,NR,Republic of Korea
22310353,Man M,NR,NR,NR
22319020,Davies RW,European,NR,"U.S., Australia, Canada, U.K."
22319020,Davies RW,European,NR,"U.S., Canada, Germany"
22310351,Fernandez-Rozadilla C,European,Spain,Spain
22306654,Feenstra B,European,"Sweden, Norway, Denmark",Denmark
22306654,Feenstra B,European,"Sweden, Norway, Denmark",Denmark
22306650,Thye T,Sub-Saharan African,NR,Ghana
22306650,Thye T,NR,NR,Indonesia
22306650,Thye T,European,NR,Russian Federation
22306652,Bellenguez C,European,NR,"Germany, U.K."
22306652,Bellenguez C,European,NR,"Sweden, U.S., Poland, Australia, Iceland, Italy, Belgium, Germany, U.K."
22293688,Huang J,European,NR,U.K.
22293688,Huang J,European,NR,U.K.
22420046,Stergiakouli E,European,NR,Iceland
22290723,Ryu J,East Asian,NR,Republic of Korea
22286219,Kettunen J,European,NR,Finland
22293537,Kiyotani K,East Asian,NR,Japan
22286170,Cusanovich DA,European,NR,NR
22286173,Low SK,East Asian,NR,Japan
22286212,Urayama KY,European,NR,"Sweden, Czech Republic, Netherlands, Germany, U.K., Spain, France, Republic of Ireland, Denmark"
22291604,Okada Y,East Asian,NR,Japan
22291609,Naitza S,European,NR,Italy
22291609,Naitza S,European,NR,Italy
22282500,Chien JW,NR,NR,U.S.
22295056,Christie JD,European,NR,U.S.
22267200,Gudmundsson J,European,NR,Iceland
22279548,Sebastiani P,European,NR,U.S.
22279548,Sebastiani P,NR,NR,NR
22239941,Png E,South East Asian,NR,Indonesia
22239941,Png E,European,NR,Russian Federation
22239941,Png E,South East Asian,NR,Indonesia
22247754,Murray SS,European,NR,U.S.
22233651,Kwak SH,East Asian,NR,Republic of Korea
22229870,Karns R,European,NR,Croatia
22232737,Shu XO,East Asian,NR,China
22245343,Meda SA,European,NR,"U.S., Canada"
22228203,Aslibekyan S,European,NR,U.S.
22219177,Tao S,European,NR,"Sweden, U.S."
22238593,Palmer ND,African American or Afro-Caribbean,NR,U.S.
22864933,O'Donnell PH,East Asian,NR,"China, Japan"
22864933,O'Donnell PH,European,NR,U.S.
22864933,O'Donnell PH,Sub-Saharan African,NR,"Nigeria, Niger"
22864933,O'Donnell PH,African American or Afro-Caribbean,NR,U.S.
22210626,Mead S,European,NR,"Germany, U.K."
22171074,Tan A,East Asian,NR,China
22171074,Tan A,East Asian,NR,China
22205395,Tekola Ayele F,Sub-Saharan African,NR,NR
22205395,Tekola Ayele F,African American or Afro-Caribbean,NR,U.S.
22197933,Hu Z,East Asian,NR,China
22197929,Yu XQ,East Asian,NR,China
22197932,Paternoster L,European,NR,"Finland, Sweden, Australia, Netherlands, Germany, U.K., Switzerland, Norway, Denmark"
22197932,Paternoster L,European,NR,"Finland, U.S., Australia, Netherlands, Germany, U.K., Denmark"
22199011,Murabito JM,European,NR,"U.S., Italy, Netherlands, Germany, U.K., Croatia"
22199011,Murabito JM,European,NR,"U.S., Italy, Netherlands, Austria, Denmark"
22205951,Kerner B,European,NR,U.S.
22188591,Anantharaman R,East Asian,NR,Singapore
22188591,Anantharaman R,East Asian,NR,Singapore
22182935,Chen DT,European,NR,"U.S., Germany, U.K."
22182935,Chen DT,East Asian,NR,China
22180457,Kiyotani K,East Asian,NR,Japan
22180457,Kiyotani K,East Asian,NR,Japan
22179738,Lai HM,East Asian,NR,China
22174390,Rankinen T,European,NR,NR
21908519,Huffman JE,European,NR,"Sweden, U.K., Croatia"
22170493,Ellinghaus E,European,Canada,"U.S., Canada, Germany"
22170493,Ellinghaus E,European,NR,"U.S., Canada, Germany, Estonia"
22174851,Lingappa JR,"Sub-Saharan African, African unspecified",NR,"Kenya, South Africa, Botswana, Uganda"
22174851,Lingappa JR,"Sub-Saharan African, African unspecified",NR,"Kenya, South Africa, Botswana, Uganda"
22158540,Wu C,East Asian,NR,China
22158537,Cho YS,East Asian,NR,"Republic of Korea, Singapore, China, Japan"
22158537,Cho YS,East Asian,"Republic of Korea, China, Japan","Republic of Korea, China, Japan"
22158537,Cho YS,South East Asian,NR,Singapore
22158537,Cho YS,Asian unspecified,NR,Philippines
22156575,Paus T,European,Canada,Canada
22174901,Chan KY,East Asian,NR,"China, China, Hong Kong SAR"
22174901,Chan KY,East Asian,NR,"China, China, Hong Kong SAR"
22138694,Lin Z,East Asian,NR,China
22138694,Lin Z,East Asian,NR,China
22140272,Dalgaard MD,European,NR,"Finland, Sweden, Denmark"
22130093,Nam RK,NR,NR,NR
22130093,Nam RK,Asian unspecified,NR,NR
22130093,Nam RK,African unspecified,NR,NR
22159054,Logue MW,African American or Afro-Caribbean,NR,U.S.
22190364,Patsopoulos NA,European,NR,"U.S., Australia, Netherlands, U.K., Switzerland, New Zealand"
22105264,Allen-Brady K,European,NR,U.S.
22144915,Fan Q,East Asian,NR,Singapore
22137330,Sanchez-Juan P,European,NR,U.K.
22137330,Sanchez-Juan P,European,NR,"U.K., France"
22139419,Gieger C,European,"Italy, Germany","Finland, U.S., Australia, Italy, Netherlands, Germany, U.K."
22139419,Gieger C,European,NR,"U.S., Italy, Netherlands, Greece, U.K., France"
22139419,Gieger C,European,NR,"U.S., Italy, Netherlands, Greece, U.K."
22131368,Chen CT,Hispanic or Latin American,NR,U.S.
22118420,Datta S,South Asian,NR,India
22126837,LeBlanc M,European,NR,Norway
22120009,Broderick P,European,NR,"Germany, U.K."
22120009,Broderick P,European,NR,U.K.
22116939,Guo Y,East Asian,NR,"China, China, Hong Kong SAR"
22116939,Guo Y,East Asian,NR,"China, China, Hong Kong SAR"
22116950,Schuh-Huerta SM,African American or Afro-Caribbean,NR,U.S.
22101970,Kho AN,European,NR,U.S.
22101970,Kho AN,African American or Afro-Caribbean,NR,U.S.
22095909,Lange CM,European,NR,Switzerland
22085899,Chen G,African American or Afro-Caribbean,NR,U.S.
22086417,Cozen W,European,NR,U.S.
22086417,Cozen W,European,NR,NR
22081228,Khor CC,Other,NR,"U.S., Australia, Canada, U.K."
22081228,Khor CC,European,NR,"U.S., Australia, Netherlands, U.K."
22081228,Khor CC,European,NR,"U.S., Australia, Canada, U.K."
22072270,Wang KS,European,NR,NR
22080838,Cho MH,European,NR,Norway
22080838,Cho MH,NR,NR,NR
22075330,Granada M,European,NR,U.S.
22068335,Mitchell GF,European,NR,U.K.
22087292,Sun L,East Asian,NR,China
22065538,Morisaki H,East Asian,NR,Japan
22057235,Trynka G,European,NR,"Netherlands, Poland, U.K., Italy, Spain"
22057235,Trynka G,South Asian,NR,India
22064162,Edwards AC,European,NR,U.S.
22055160,Bown MJ,European,NR,"Australia, U.K."
22055160,Bown MJ,European,NR,"Australia, Iceland, U.K., Denmark"
22055160,Bown MJ,NR,NR,New Zealand
22055160,Bown MJ,NR,NR,"Netherlands, New Zealand"
22054870,De Jager PL,European,NR,U.S.
22054870,De Jager PL,European,NR,U.S.
22036096,Ramasamy A,European,NR,"Finland, U.K., Switzerland"
22041458,Clark SL,European,NR,U.S.
22041458,Clark SL,African American or Afro-Caribbean,NR,U.S.
22051697,Du R,Hispanic or Latin American,Costa Rica,Costa Rica
22037551,Shi Y,East Asian,NR,China
22037551,Shi Y,East Asian,NR,China
22037553,Haiman CA,European,NR,"U.S., Australia, U.K."
22037555,Shi Y,East Asian,NR,China
22037555,Shi Y,East Asian,NR,China
22032556,Brockschmidt FF,European,NR,NR
22032556,Brockschmidt FF,European,NR,NR
22027810,Forstbauer LM,European,NR,"Netherlands, Belgium, Germany"
22027810,Forstbauer LM,European,NR,"Netherlands, Belgium, Germany"
22030708,Menke A,European,Germany,Germany
22019778,Zhang F,East Asian,NR,China
22019778,Zhang F,East Asian,NR,China
22019779,Takahashi Y,East Asian,NR,NR
22021425,Carty CL,African American or Afro-Caribbean,NR,U.S.
22020760,Won HH,NR,NR,NR
22020760,Won HH,NR,NR,NR
22028671,Surakka I,European,NR,"Finland, Sweden, Australia, Italy, Netherlands, Germany, U.K., Croatia, Denmark"
22028671,Surakka I,European,NR,"Finland, Germany, U.K., Switzerland, Estonia"
22028671,Surakka I,Other,NR,Netherlands
22012869,Hinney A,European,NR,Germany
22833195,Terracciano A,NR,NR,Netherlands
22833195,Terracciano A,European,NR,"Australia, U.S., Germany, Estonia, Italy"
22005931,Kamboh MI,European,NR,U.S.
21989058,Qin Y,East Asian,NR,China
21989058,Qin Y,East Asian,NR,China
22004471,Frank J,European,NR,Germany
22005930,Hollingworth P,African American or Afro-Caribbean,NR,U.S.
22005930,Hollingworth P,European,NR,U.S.
22005930,Hollingworth P,Native American,NR,U.S.
22006218,Yoon D,European,NR,U.S.
22006218,Yoon D,African American or Afro-Caribbean,NR,U.S.
22004975,Li R,East Asian,NR,"China, China, Hong Kong SAR"
22004975,Li R,South East Asian,NR,Thailand
22001757,Chambers JC,South Asian,India,U.K.
22001757,Chambers JC,European,NR,"Finland, U.S., Australia, Iceland, Italy, Netherlands, Germany, U.K., Switzerland"
22003152,Grallert H,NR,NR,Netherlands
