PUBMEDID,FIRST AUTHOR,CATEGORY,COUNTRY OF ORIGIN,COUNTRY OF RECRUITMENT,ADDITONAL ANCESTRY DESCRIPTION
30009487,Schoeler NE,NR,NR,"Australia, U.K.",
30013184,Waage J,NA,NR,"U.S., Australia, Germany, Netherlands, Denmark, Finland, Sweden, U.K., Spain, NR",
30013184,Waage J,"European, NR",NR,"France, Germany, Switzerland, Estonia, Finland, Iceland, Norway, Sweden, U.K., Spain, Austria, NR",
30003630,Minica CC,European,NR,NA,
30003630,Minica CC,NA,NR,NA,
30003307,Fall T,European,NA,NR,white British
29988085,Merino J,European,NR,"Canada, U.S., Australia, Netherlands, Denmark, Finland, Sweden, U.K., Greece, Italy",
29988085,Merino J,European,NR,"Canada, U.S., Netherlands, U.K.",
30034349,Lin E,East Asian,NR,Taiwan,Taiwanese
30034349,Lin E,NA,NR,Taiwan,Taiwanese
29975729,Kim TH,East Asian,NR,NR,
29973135,Rimpela JM,European,NA,Finland,Finnish
29973135,Rimpela JM,European,NA,Finland,Finnish
29970889,Day FR,European,NR,NR,
29970928,Zhu Z,East Asian,NR,China,NA
29970928,Zhu Z,East Asian,NR,China,Chinese
29970889,NA,European,NR,NR,
29971594,Rosenberger A,European,NR,"Canada, U.S., Germany, Netherlands, Israel, Denmark, Finland, Norway, Sweden, U.K., Italy, Spain, NR",
29970928,Zhu Z,East Asian,NR,China,NA
29970928,Zhu Z,East Asian,NR,China,Chinese
29970928,Zhu Z,East Asian,NR,China,Chinese
29970928,Zhu Z,East Asian,NR,China,Chinese
29970928,Zhu Z,East Asian,NA,China,Chinese
29970928,Zhu Z,East Asian,NR,China,NA
29970889,Day FR,European,NR,NR,
29970889,NA,European,NR,NR,
29970889,Day FR,European,NA,NR,
29970889,NA,European,NR,NR,
29970889,Day FR,European,NR,NR,
29967481,Joo YB,East Asian,NA,NA,Korean
30004843,Ge S,East Asian,NR,China,
30134085,Zhang H,African American or Afro-Caribbean,NR,NA,
30134085,Zhang H,European,NA,U.S.,
30045251,Lee MR,East Asian,NR,Republic of Korea,Korean
30304924,Kim HJ,NA,NR,Republic of Korea,Korean
30304924,NA,East Asian,NR,"Japan, Republic of Korea","Korean, Japanese"
29959729,Zhong XL,European,NA,NR,non-Hispanic Caucasian
30065583,Choi MR,East Asian,NR,NR,Korean
29947131,Smit DJA,"European, NR",NR,"Australia, U.S., Netherlands",
29942085,Nagel M,European,NR,NR,
29953918,Deng C,East Asian,NR,China,Han Chinese
29942086,NA,European,NR,"U.S., Australia, Germany, Netherlands, Denmark, Sweden, U.K., NR",
29942085,Nagel M,European,NR,"U.S., Australia, Netherlands, Estonia, Finland, U.K., Italy, NR",
29942085,Nagel M,European,NR,NR,
29942085,NA,European,NR,NR,
29934777,Witten A,European,NR,Germany,
29934777,Witten A,European,NR,Germany,
29931343,Haworth S,European,NR,"U.S., Australia, Germany, Netherlands, Denmark, Finland, U.K.",
29931343,Haworth S,NR,NR,"U.S., Australia, Germany, Netherlands, Denmark, Finland, U.K.",
29931343,Haworth S,European,NR,"U.S., Australia, Germany, Netherlands, Denmark, Finland, U.K.",
29923122,Kakuta Y,East Asian,NR,Japan,NA
29923122,NA,East Asian,NR,Japan,NA
29923122,NA,East Asian,NR,Japan,Japanese
29923122,Kakuta Y,NA,NR,Japan,Japanese
29923122,Kakuta Y,East Asian,NR,Japan,Japanese
29923122,Kakuta Y,East Asian,NR,Japan,Japanese
29923122,NA,NA,NR,NA,Japanese
29923122,Kakuta Y,East Asian,NR,Japan,Japanese
29923122,Kakuta Y,East Asian,NR,Japan,Japanese
29923122,Kakuta Y,NA,NR,NA,Japanese
29923122,Kakuta Y,East Asian,NR,Japan,Japanese
29923122,Kakuta Y,East Asian,NR,Japan,Japanese
29923122,Kakuta Y,NA,NA,Japan,Japanese
29923122,NA,East Asian,NR,Japan,Japanese
29921221,Cha S,East Asian,NR,Republic of Korea,Korean
29921221,Cha S,East Asian,NR,Republic of Korea,Korean
29921221,Cha S,East Asian,NR,Republic of Korea,Korean
29921221,Cha S,East Asian,NR,Republic of Korea,Korean
29921221,Cha S,NA,NR,Republic of Korea,Korean
29921221,Cha S,East Asian,NR,Republic of Korea,Korean
29921221,Cha S,East Asian,NR,Republic of Korea,Korean
29921221,NA,East Asian,NR,Republic of Korea,Korean
29921221,Cha S,East Asian,NR,Republic of Korea,Korean
29921221,Cha S,East Asian,NR,NA,Korean
29924316,Byun J,European,NR,"Canada, U.S., Iceland, Italy, NR",
29924316,Byun J,European,NR,"Canada, U.S., Iceland, Italy, NR",
29923122,Kakuta Y,East Asian,NR,Japan,NA
29924316,Byun J,European,NR,"Canada, U.S., Iceland, Italy, NR",
29921221,Cha S,East Asian,NR,NA,Korean
29921221,Cha S,East Asian,NR,Republic of Korea,Korean
29923122,Kakuta Y,East Asian,NR,Japan,Japanese
29915124,Marini S,European,NR,U.S.,
29915124,Marini S,European,NR,"Sweden, Spain",
29912962,Feitosa MF,European,NR,"U.S., Netherlands, Iceland, U.K., Croatia, NR",
29912962,Feitosa MF,African unspecified,NR,NA,
29912962,Feitosa MF,Asian unspecified,NA,"U.S., China, Singapore",
29912962,Feitosa MF,Hispanic or Latin American,NR,"U.S., Brazil","Hispanic, Brazilian"
29912962,Feitosa MF,European,NR,"U.S., France, Germany, Netherlands, Switzerland, Denmark, Estonia, Finland, Republic of Ireland, Norway, Sweden, U.K., Greece, Italy, Spain, NR",
29912962,Feitosa MF,African American or Afro-Caribbean,NR,U.S.,
29912962,Feitosa MF,Asian unspecified,NA,"China, Japan, U.K.",
29912962,Feitosa MF,Hispanic or Latin American,NR,NA,
29912962,Feitosa MF,European,NR,"U.S., Netherlands, Iceland, U.K., Croatia, NR",
29912962,Feitosa MF,African American or Afro-Caribbean,NR,U.S.,
29912962,Feitosa MF,Asian unspecified,NR,"U.S., China, Singapore",
29912962,NA,Hispanic or Latin American,NR,"U.S., Brazil","Hispanic, Brazilian"
29912962,NA,NA,NA,"U.S., France, Germany, Netherlands, Switzerland, Denmark, Estonia, Finland, Republic of Ireland, Norway, Sweden, U.K., Greece, Italy, Spain, NR",
29912962,Feitosa MF,African American or Afro-Caribbean,NR,"U.S., Jamaica",
29912962,Feitosa MF,Asian unspecified,NR,"China, Japan, Sri Lanka, U.K.",
29912962,Feitosa MF,NA,NR,U.S.,
29912962,Feitosa MF,European,NR,"U.S., Netherlands, Iceland, U.K., Croatia, NR",
29912962,Feitosa MF,African American or Afro-Caribbean,NR,U.S.,
29912962,Feitosa MF,Asian unspecified,NR,NA,
29912962,Feitosa MF,Hispanic or Latin American,NR,"U.S., Brazil","Hispanic, Brazilian"
29912962,Feitosa MF,European,NR,"U.S., France, Germany, Netherlands, Switzerland, Denmark, Estonia, Finland, Republic of Ireland, Norway, Sweden, U.K., Greece, Italy, Spain, NR",
29912962,Feitosa MF,NA,NR,U.S.,
29912962,Feitosa MF,Asian unspecified,NR,"China, Japan, U.K.",
29912962,Feitosa MF,Hispanic or Latin American,NA,NA,
29912962,NA,European,NR,"U.S., Netherlands, Iceland, U.K., Croatia, NR",
29912962,Feitosa MF,African American or Afro-Caribbean,NR,U.S.,NA
29912962,Feitosa MF,Asian unspecified,NR,"U.S., China, Singapore",NA
29912962,Feitosa MF,Hispanic or Latin American,NR,"U.S., Brazil","Hispanic, Brazilian"
29912962,Feitosa MF,European,NR,"U.S., France, Germany, Netherlands, Switzerland, Denmark, Estonia, Finland, Republic of Ireland, Norway, Sweden, U.K., Greece, Italy, Spain, NR",
29912962,Feitosa MF,African American or Afro-Caribbean,NR,"U.S., Jamaica",
29912962,Feitosa MF,Asian unspecified,NR,NA,
29912962,Feitosa MF,Hispanic or Latin American,NR,U.S.,
29912962,Feitosa MF,European,NR,"U.S., Netherlands, Iceland, U.K., Croatia, NR",
29912962,Feitosa MF,African American or Afro-Caribbean,NR,U.S.,
29912962,Feitosa MF,Asian unspecified,NR,"U.S., China, Singapore",
29912962,Feitosa MF,Hispanic or Latin American,NR,"U.S., Brazil","Hispanic, Brazilian"
29912962,Feitosa MF,European,NR,"U.S., France, Germany, Netherlands, Switzerland, Denmark, Estonia, Finland, Republic of Ireland, Norway, Sweden, U.K., Greece, Italy, Spain, NR",
29912962,Feitosa MF,NA,NR,"U.S., Jamaica",
29912962,Feitosa MF,Asian unspecified,NR,"China, Japan, Sri Lanka, U.K.",
29912962,Feitosa MF,Hispanic or Latin American,NR,NA,
29912962,Feitosa MF,European,NR,"U.S., Netherlands, Iceland, U.K., Croatia, NR",
29912962,NA,African American or Afro-Caribbean,NR,U.S.,
29912962,Feitosa MF,Asian unspecified,NR,"U.S., China, Singapore",
29912962,Feitosa MF,Hispanic or Latin American,NR,"U.S., Brazil","Hispanic, Brazilian"
29912962,Feitosa MF,European,NR,"U.S., France, Germany, Netherlands, Switzerland, Denmark, Estonia, Finland, Republic of Ireland, Norway, Sweden, U.K., Greece, Italy, Spain, NR",
29912962,Feitosa MF,African American or Afro-Caribbean,NR,U.S.,
29912962,Feitosa MF,Asian unspecified,NR,"China, Japan, U.K.",
29912962,Feitosa MF,Hispanic or Latin American,NR,U.S.,
29912962,Feitosa MF,European,NR,"U.S., Netherlands, Iceland, U.K., Croatia, NR",
29912962,Feitosa MF,African American or Afro-Caribbean,NR,U.S.,
29912962,Feitosa MF,Asian unspecified,NR,NA,
29912962,Feitosa MF,Hispanic or Latin American,NR,"U.S., Brazil",
29912962,Feitosa MF,European,NR,"France, Germany, Netherlands, Switzerland, Denmark, Estonia, U.S., Finland, Republic of Ireland, Norway, Sweden, U.K., Greece, Italy, Spain, NR",
29912962,Feitosa MF,African American or Afro-Caribbean,NR,"U.S., Jamaica",
29912962,Feitosa MF,Asian unspecified,NA,"China, Japan, Sri Lanka, U.K.",
29912962,Feitosa MF,NA,NR,U.S.,
29915124,NA,European,NR,U.S.,
29915124,Marini S,European,NR,"Spain, Sweden",
29912962,Feitosa MF,European,NR,NA,
29912962,Feitosa MF,African American or Afro-Caribbean,NR,NA,
29912962,Feitosa MF,Asian unspecified,NR,"U.S., China, Singapore",
29912962,Feitosa MF,NA,NR,"U.S., Brazil","Hispanic, Brazilian"
29912962,Feitosa MF,NA,NR,U.S.,
29912962,Feitosa MF,European,NR,"U.S., France, Germany, Netherlands, Switzerland, Denmark, Estonia, Finland, Republic of Ireland, Norway, Sweden, U.K., Greece, Italy, Spain, NR",
29912962,Feitosa MF,Asian unspecified,NR,"China, Japan, U.K.",
29912962,Feitosa MF,Hispanic or Latin American,NR,U.S.,
29917119,Schmit SL,European,NR,"Canada, U.S., Australia, Austria, Germany, Israel, Finland, Sweden, U.K., Italy, Spain, Puerto Rico, NR",
29917119,Schmit SL,NA,NR,"Austria, U.S., France, Germany, Netherlands, Sweden, U.K., Greece, Italy, Spain, NR",
29917119,Schmit SL,East Asian,NR,NA,
29917119,Schmit SL,Hispanic or Latin American,NR,"Mexico, U.S., Cuba",
29917119,Schmit SL,African American or Afro-Caribbean,NR,U.S.,
29903748,Debiec H,European,NR,"France, Italy, Spain, NR",NA
29903748,Debiec H,African unspecified,NR,"France, NR",
29903748,Debiec H,NA,NR,"France, NR",
29898447,Alaraudanjoki VK,European,NR,Finland,Finnish
29898447,Alaraudanjoki VK,European,NR,Finland,Finnish
29942513,Penney ME,European,NR,Canada,
29899525,NA,European,NR,U.K.,
29899525,Klimentidis YC,European,NR,NA,
29899525,Klimentidis YC,NA,NR,U.K.,
29899525,NA,European,NR,U.K.,NA
29899525,Klimentidis YC,European,NR,U.K.,NA
29907492,Nakahara S,NA,NR,NR,
29907492,Nakahara S,Asian unspecified,NR,NR,
29907492,Nakahara S,African American or Afro-Caribbean,NR,NR,
29907492,Nakahara S,Oceanian,NR,NR,
29907492,Nakahara S,European,NR,NR,
29895819,Endo C,East Asian,NR,NR,Japanese
29907492,Nakahara S,Native American,NR,NR,
29907492,Nakahara S,Asian unspecified,NR,NR,
29907492,Nakahara S,African American or Afro-Caribbean,NR,NR,
29907492,Nakahara S,Oceanian,NR,NR,
29907492,Nakahara S,European,NR,NA,
29895819,Endo C,NA,NA,NR,Japanese
29895819,Endo C,East Asian,NR,NR,Japanese
29895819,Endo C,East Asian,NR,NR,Japanese
29895819,Endo C,East Asian,NR,NR,Japanese
29895819,Endo C,East Asian,NR,NR,Japanese
29895819,Endo C,East Asian,NR,NR,NA
29907492,Nakahara S,Native American,NR,NR,
29907492,NA,Asian unspecified,NR,NR,
29907492,Nakahara S,African American or Afro-Caribbean,NR,NR,
29907492,Nakahara S,Oceanian,NR,NR,NA
29907492,Nakahara S,European,NR,NR,
29907492,NA,Native American,NA,NR,
29907492,Nakahara S,NA,NR,NR,
29907492,Nakahara S,African American or Afro-Caribbean,NR,NA,
29907492,Nakahara S,Oceanian,NR,NR,
29907492,Nakahara S,European,NR,NR,
29907492,Nakahara S,NA,NR,NR,
29907492,Nakahara S,Asian unspecified,NR,NR,
29907492,Nakahara S,African American or Afro-Caribbean,NA,NR,
29907492,Nakahara S,Oceanian,NA,NR,
29907492,Nakahara S,European,NR,NR,
29907492,Nakahara S,NA,NR,NR,
29907492,Nakahara S,Asian unspecified,NR,NR,
29907492,Nakahara S,African American or Afro-Caribbean,NR,NR,NA
29907492,Nakahara S,Oceanian,NR,NR,
29907492,Nakahara S,European,NA,NR,
29907492,Nakahara S,Native American,NR,NR,
29907492,Nakahara S,Asian unspecified,NR,NR,NA
29907492,Nakahara S,African American or Afro-Caribbean,NR,NR,
29907492,Nakahara S,Oceanian,NA,NR,
29907492,Nakahara S,European,NR,NA,
29892015,Roselli C,European,NR,"U.S., Australia, Germany, Netherlands, Denmark, Estonia, Norway, Sweden, NR",NA
29892015,Roselli C,East Asian,NR,NR,Japanese
29892015,Roselli C,African American or Afro-Caribbean,NR,U.S.,African American
29892015,Roselli C,Hispanic or Latin American,NR,"Brazil, NR","Brazilian, Hispanic"
29891935,Choquet H,European,NR,NR,NA
29891935,NA,Hispanic or Latin American,NR,NR,
29891935,Choquet H,East Asian,NR,NR,
29891935,Choquet H,African American or Afro-Caribbean,NR,U.S.,
29891935,Choquet H,NA,NR,NR,
29891935,Choquet H,African unspecified,NR,U.K.,
29891935,NA,Other admixed ancestry,NR,NR,
29892016,Schumacher FR,European,NR,"Canada, U.S., Australia, Belgium, France, Germany, Netherlands, Japan, Bulgaria, Poland, Denmark, Finland, Norway, Sweden, U.K., Portugal, Spain",
30134812,Chattopadhyay S,NA,NR,Germany,
29891935,NA,European,NR,NR,
29891935,Choquet H,Hispanic or Latin American,NR,NR,
29891935,Choquet H,East Asian,NA,NR,
29891935,Choquet H,African American or Afro-Caribbean,NR,U.S.,NA
29891935,Choquet H,European,NR,NR,
29891935,Choquet H,NA,NA,NR,NA
29891935,NA,African unspecified,NR,U.K.,
29891935,Choquet H,East Asian,NR,NR,
29891935,NA,Other admixed ancestry,NR,NR,
29891935,NA,European,NR,NR,
29891935,Choquet H,Hispanic or Latin American,NR,NR,
29891935,Choquet H,East Asian,NR,NR,
29891935,Choquet H,African American or Afro-Caribbean,NR,U.S.,
29891935,Choquet H,European,NR,NR,
29891935,Choquet H,NA,NA,NR,
29891935,Choquet H,African unspecified,NR,U.K.,
29891935,Choquet H,East Asian,NR,NR,
29891935,Choquet H,Other admixed ancestry,NR,NR,
29892016,Schumacher FR,European,NR,NA,
29892016,Schumacher FR,European,NR,"Canada, U.S., Australia, Belgium, France, Germany, Netherlands, Japan, Bulgaria, Poland, Denmark, Finland, Norway, Sweden, U.K., Portugal, Spain",
29892016,Schumacher FR,European,NR,"Canada, U.S., Australia, Belgium, France, Germany, Netherlands, Japan, Bulgaria, Poland, Denmark, Finland, Norway, Sweden, U.K., Portugal, Spain",
29892016,Schumacher FR,NA,NR,"Canada, U.S., Australia, Belgium, France, Germany, Netherlands, Japan, Bulgaria, Poland, Denmark, Finland, Norway, Sweden, U.K., Portugal, Spain",
29892016,Schumacher FR,European,NR,"Canada, U.S., Australia, Belgium, France, Germany, Netherlands, Japan, Bulgaria, Poland, Denmark, Finland, Norway, Sweden, U.K., Portugal, Spain",
29892016,Schumacher FR,European,NR,"Canada, U.S., Australia, Belgium, France, Germany, Netherlands, Japan, Bulgaria, Poland, Denmark, Finland, Norway, Sweden, U.K., Portugal, Spain",
29884837,NA,European,NA,U.S.,
29875488,Sun BB,European,NA,U.K.,
29885931,Langefeld CD,African American or Afro-Caribbean,NR,U.S.,
29875475,Montalvo-Ortiz JL,African American or Afro-Caribbean,NR,U.S.,
29875475,Montalvo-Ortiz JL,European,NR,U.S.,
29875475,Montalvo-Ortiz JL,African American or Afro-Caribbean,NR,U.S.,
29885931,Langefeld CD,African American or Afro-Caribbean,NR,U.S.,
29885931,Langefeld CD,African American or Afro-Caribbean,NR,U.S.,NA
29885931,NA,African American or Afro-Caribbean,NR,U.S.,
29883787,Gregson CL,European,NR,"Australia, New Zealand, U.K.",
29883787,Gregson CL,European,NR,"Australia, New Zealand, U.K.",
29883787,Gregson CL,NR,NR,NA,
29883787,Gregson CL,European,NR,NA,
29967566,Roberts CH,European,NR,Netherlands,Dutch Caucasian
29855537,Hirata T,East Asian,NR,NR,Japanese
29855537,Hirata T,East Asian,NR,NR,Japanese
29855589,Chernus J,NR,NR,"U.S., Philippines, Hungary",
29855589,Chernus J,Hispanic or Latin American,NR,"Colombia, Puerto Rico",
29852030,Lores-Motta L,European,NR,"Germany, Australia, Netherlands, Israel",
29852030,NA,"European, NR",NR,NA,
29855537,NA,East Asian,NR,NR,Japanese
30273415,Hatzikotoulas K,European,NA,U.K.,
30273415,Hatzikotoulas K,European,NR,U.K.,
29855537,Hirata T,East Asian,NR,NR,Japanese
29855537,Hirata T,East Asian,NR,NR,NA
29855537,Hirata T,East Asian,NA,NR,Japanese
29855537,Hirata T,East Asian,NR,NA,Japanese
29855537,Hirata T,East Asian,NR,NR,Japanese
29855537,Hirata T,East Asian,NA,NR,Japanese
29855537,Hirata T,NA,NR,NR,Japanese
29855537,Hirata T,East Asian,NR,NR,Japanese
29855537,Hirata T,NA,NR,NR,NA
29855537,Hirata T,East Asian,NR,NR,Japanese
29855537,Hirata T,NA,NR,NA,Japanese
29855537,Hirata T,East Asian,NR,NR,Japanese
29855537,Hirata T,East Asian,NR,NR,Japanese
29855537,Hirata T,NA,NR,NR,Japanese
29855537,Hirata T,East Asian,NR,NR,Japanese
29855537,Hirata T,East Asian,NA,NR,Japanese
29855537,Hirata T,NA,NR,NR,Japanese
29855537,NA,East Asian,NR,NR,Japanese
29855537,Hirata T,East Asian,NR,NR,Japanese
29855537,Hirata T,East Asian,NR,NR,Japanese
29855537,Hirata T,East Asian,NR,NR,Japanese
29855537,Hirata T,East Asian,NR,NR,Japanese
29855537,Hirata T,East Asian,NR,NR,Japanese
29855537,NA,East Asian,NR,NR,Japanese
29855537,Hirata T,East Asian,NR,NR,Japanese
29855537,NA,East Asian,NR,NR,Japanese
29855537,Hirata T,East Asian,NR,NR,Japanese
29855537,Hirata T,East Asian,NR,NR,Japanese
29855537,Hirata T,East Asian,NR,NR,Japanese
29855537,Hirata T,NA,NR,NR,Japanese
29855537,Hirata T,East Asian,NR,NR,Japanese
29855537,NA,NA,NR,NA,Japanese
29855537,Hirata T,East Asian,NR,NR,Japanese
29855537,Hirata T,East Asian,NR,NR,Japanese
29855537,Hirata T,East Asian,NR,NR,Japanese
29855537,Hirata T,East Asian,NR,NR,Japanese
29855537,Hirata T,East Asian,NR,NR,Japanese
29860282,Scelsi MA,European,NR,NR,
29848360,Julia A,European,NR,NA,"Spanish, Caucasian European, Northern European"
29860282,Scelsi MA,European,NR,NR,
29860282,Scelsi MA,European,NR,NR,
29844566,Davies G,European,NR,NR,NA
29844224,NA,European,NR,U.S.,
29844224,Loomis SJ,African unspecified,NA,U.S.,Black
29844224,Loomis SJ,European,NR,U.S.,
29844224,Loomis SJ,African unspecified,NR,U.S.,Black
29857070,Gao J,East Asian,NR,China,Han Chinese
29857070,Gao J,East Asian,NA,China,Han Chinese
29844195,Hosoda Y,East Asian,NR,Japan,Japanese
29844195,Hosoda Y,East Asian,NR,Japan,NA
29844566,Davies G,European,NR,"Canada, U.S., Australia, Austria, France, Germany, Netherlands, Denmark, Finland, Iceland, Republic of Ireland, Norway, Sweden, U.K., Croatia, Greece, NR",
29844224,Loomis SJ,European,NR,U.S.,
29844224,Loomis SJ,African unspecified,NR,U.S.,Black
29844224,Loomis SJ,European,NR,U.S.,
29844224,Loomis SJ,African unspecified,NR,U.S.,Black
29844224,Loomis SJ,European,NR,NA,
29844224,Loomis SJ,African unspecified,NR,U.S.,Black
29844224,Loomis SJ,European,NR,NA,
29844224,Loomis SJ,African unspecified,NA,U.S.,Black
29844224,NA,European,NR,U.S.,
29844224,Loomis SJ,African unspecified,NR,U.S.,Black
29808027,Tedja MS,Asian unspecified,NR,Singapore,
29808027,Tedja MS,European,NR,"U.S., Australia, France, Germany, Netherlands, Estonia, Finland, U.K., Croatia, Italy","European, Erasmus Rucphen, Talana"
29808027,Tedja MS,NA,NR,"China, Japan, Singapore","Han Chinese, Japanese, Singaporean Chinese"
29808027,NA,South East Asian,NR,Singapore,Malay
29808027,Tedja MS,South Asian,NR,Singapore,Indian
29808027,Tedja MS,Asian unspecified,NR,Singapore,
29808027,Tedja MS,South Asian,NR,NA,Indian
29808027,Tedja MS,South East Asian,NR,NA,Malay
29808027,Tedja MS,NA,NR,"China, Japan, Singapore","Han Chinese, Japanese, Singaporean Chinese"
29808027,Tedja MS,European,NR,NR,
29808027,NA,European,NR,"U.S., Australia, France, Germany, Netherlands, Estonia, Finland, U.K., Croatia, Italy",NA
29808027,Tedja MS,European,NR,U.S.,
29785010,NA,European,NR,NA,NA
29781551,Guo X,NA,NR,NA,
29781551,Guo X,NR,NR,NR,
29787419,Hrdlickova B,European,NR,Netherlands,Dutch
29787419,Hrdlickova B,European,NR,"France, Netherlands","Dutch, French"
29782485,Rueger S,European,NR,NR,
29782485,Rueger S,European,NA,NA,NA
29784950,Sawai H,East Asian,NR,Japan,Japanese
29784950,Sawai H,East Asian,NR,"China, Hong Kong SAR, Japan","Japanese, Hong Kong Chinese"
29784950,Sawai H,NA,NR,Thailand,Thai
29781551,Guo X,NR,NR,NR,
29777097,Marioni RE,European,NA,U.K.,British ancestry
29779033,Hishida A,East Asian,NR,Japan,Japanese
29779033,Hishida A,East Asian,NR,Japan,Japanese
29779033,Hishida A,East Asian,NR,Japan,NA
29779033,Hishida A,East Asian,NR,Japan,Japanese
29777097,Marioni RE,European,NR,U.K.,British ancestry
29779033,Hishida A,East Asian,NR,Japan,Japanese
29779033,Hishida A,East Asian,NR,Japan,Japanese
29777097,Marioni RE,European,NR,U.K.,British ancestry
29777097,NA,NR,NR,NR,
29777097,Marioni RE,European,NR,U.K.,British ancestry
